TIME	Aqua: aOC(O)C(O)[O] + aO2 -> aOC(O)C(=O)O + aHO2	Aqua: aOC(O)C(O)(O)O[O] -> aHO2 + aOC(O)C(=O)O	Gas: O=N(=O)OC1C2OOC1(C)C([O])(O)C(=C2N(=O)=O)O -> CC(C(	Aqua: aOC(O)C(=O)O[O] -> aOC(O)C(=O)O + aHO2 + [aH2O]	Aqua: aO=C([O-])C(O)O[O] -> aHO2 + aOC(O)C(=O)[O-] + [aH	Aqua: aO=CC(O)[O] + aO2 -> aO=C(O)C=O + aHO2	other sources	Gas: O=C(O)C=O -> HO2 + HO2 + CO	Aqua: aOC(O)C(=O)[O-] + aHO -> aO=C([O-])[C](O)O + aO=C(	Gas: OH + O=C(O)C=O -> CO + HO2	Aqua: aOC(O)C(=O)[O-] + aNO3 -> aO=C([O-])[C](O)O + aO=C	other sinks
85.7222	7.31919E-17	7.5241E-15	7.49629E-15	8.96177E-16	8.65726E-16	2.27955E-17	3.81463E-14	-7.5646E-14	-5.18037E-15	-2.85799E-14	-9.75341E-17	-1.95997E-14
85.8889	7.48925E-17	7.4525E-15	7.75007E-15	8.90675E-16	8.33432E-16	2.33234E-17	3.85472E-14	-7.47587E-14	-4.95964E-15	-2.78231E-14	-9.27344E-17	-1.98643E-14
86.0556	7.64835E-17	7.36751E-15	8.0078E-15	8.84403E-16	8.14197E-16	2.38187E-17	3.88624E-14	-7.3745E-14	-4.81726E-15	-2.69777E-14	-8.9665E-17	-2.00732E-14
86.2222	7.789E-17	7.26885E-15	8.26873E-15	8.77049E-16	8.0333E-16	2.42558E-17	3.90889E-14	-7.26358E-14	-4.72485E-15	-2.60649E-14	-8.77864E-17	-2.02271E-14
86.3889	7.90707E-17	7.15602E-15	8.53245E-15	8.68373E-16	7.9759E-16	2.46238E-17	3.92227E-14	-7.14527E-14	-4.66297E-15	-2.51004E-14	-8.67639E-17	-2.0325E-14
86.5556	7.99998E-17	7.02866E-15	8.7988E-15	8.58193E-16	7.94721E-16	2.49148E-17	3.92601E-14	-7.02101E-14	-4.61825E-15	-2.40963E-14	-8.63619E-17	-2.0366E-14
86.7222	8.06589E-17	6.88649E-15	9.0678E-15	8.46384E-16	7.9315E-16	2.51231E-17	3.91988E-14	-6.89173E-14	-4.58145E-15	-2.30621E-14	-8.64257E-17	-2.03498E-14
86.8889	8.10342E-17	6.72943E-15	9.33962E-15	8.32868E-16	7.91778E-16	2.5244E-17	3.90376E-14	-6.75799E-14	-4.54617E-15	-2.20052E-14	-8.68548E-17	-2.02768E-14
87.0556	8.11199E-17	6.55756E-15	9.61457E-15	8.17609E-16	7.89838E-16	2.52766E-17	3.87762E-14	-6.62004E-14	-4.50799E-15	-2.09315E-14	-8.75819E-17	-2.0148E-14
87.2222	8.09142E-17	6.37116E-15	9.89313E-15	8.00608E-16	7.86804E-16	2.52188E-17	3.84157E-14	-6.47792E-14	-4.46392E-15	-1.98459E-14	-8.85679E-17	-1.99651E-14
87.3889	8.04186E-17	6.17063E-15	1.0176E-14	7.81894E-16	7.82322E-16	2.50735E-17	3.79577E-14	-6.33147E-14	-4.41197E-15	-1.87527E-14	-8.97915E-17	-1.97298E-14
87.5556	7.964E-17	5.95658E-15	1.04639E-14	7.61528E-16	7.76164E-16	2.48409E-17	3.74048E-14	-6.18043E-14	-4.35088E-15	-1.76557E-14	-9.12456E-17	-1.94447E-14
87.7222	7.85866E-17	5.72974E-15	1.07582E-14	7.39593E-16	7.68196E-16	2.45245E-17	3.67604E-14	-6.02437E-14	-4.2799E-15	-1.65582E-14	-9.29354E-17	-1.91123E-14
87.8889	7.72724E-17	5.49098E-15	1.10602E-14	7.16199E-16	7.58356E-16	2.41278E-17	3.60283E-14	-5.86275E-14	-4.1987E-15	-1.54633E-14	-9.48755E-17	-1.87357E-14
88.0556	7.57111E-17	5.24132E-15	1.13718E-14	6.91479E-16	7.46635E-16	2.36563E-17	3.52132E-14	-5.69489E-14	-4.10722E-15	-1.43741E-14	-9.70916E-17	-1.83182E-14
88.2222	7.39214E-17	4.98188E-15	1.16955E-14	6.65585E-16	7.33072E-16	2.31151E-17	3.43207E-14	-5.51998E-14	-4.00565E-15	-1.32933E-14	-9.96195E-17	-1.78636E-14
88.3889	7.19227E-17	4.71392E-15	1.20342E-14	6.38693E-16	7.17739E-16	2.25113E-17	3.33566E-14	-5.33708E-14	-3.89433E-15	-1.2224E-14	-1.02506E-16	-1.7376E-14
88.5556	6.97374E-17	4.43878E-15	1.23922E-14	6.11004E-16	7.00741E-16	2.1851E-17	3.23278E-14	-5.14504E-14	-3.77375E-15	-1.1169E-14	-1.05815E-16	-1.68598E-14
88.7222	6.73901E-17	4.1579E-15	1.27747E-14	5.82741E-16	6.82212E-16	2.11427E-17	3.12417E-14	-4.94253E-14	-3.64452E-15	-1.01311E-14	-1.09632E-16	-1.63201E-14
88.8889	6.49064E-17	3.87283E-15	1.31886E-14	5.5416E-16	6.62314E-16	2.03947E-17	3.01065E-14	-4.72796E-14	-3.50733E-15	-9.11346E-15	-1.14064E-16	-1.57623E-14
89.0556	6.23164E-17	3.58517E-15	1.36434E-14	5.25546E-16	6.41238E-16	1.96164E-17	2.89314E-14	-4.49944E-14	-3.36296E-15	-8.11913E-15	-1.19262E-16	-1.51926E-14
89.2222	5.96495E-17	3.29664E-15	1.41515E-14	4.97234E-16	6.19201E-16	1.88177E-17	2.77269E-14	-4.25473E-14	-3.21224E-15	-7.15144E-15	-1.25427E-16	-1.46182E-14
89.3889	5.69426E-17	3.00907E-15	1.473E-14	4.69624E-16	5.96462E-16	1.80106E-17	2.65048E-14	-3.99115E-14	-3.05603E-15	-6.21395E-15	-1.32841E-16	-1.40474E-14
89.5556	5.42329E-17	2.72446E-15	1.54023E-14	4.43207E-16	5.7332E-16	1.7209E-17	2.52793E-14	-3.7055E-14	-2.89528E-15	-5.31069E-15	-1.41905E-16	-1.34904E-14
89.7222	5.15674E-17	2.44502E-15	1.62007E-14	4.18625E-16	5.50131E-16	1.64287E-17	2.40678E-14	-3.39401E-14	-2.73091E-15	-4.44639E-15	-1.53214E-16	-1.29604E-14
89.8889	4.90031E-17	2.17342E-15	1.717E-14	3.96763E-16	5.27323E-16	1.56907E-17	2.28931E-14	-3.05229E-14	-2.56392E-15	-3.6269E-15	-1.67673E-16	-1.24751E-14
90.0556	4.6617E-17	1.91298E-15	1.83702E-14	3.78912E-16	5.0542E-16	1.50234E-17	2.17851E-14	-2.67548E-14	-2.39531E-15	-2.8599E-15	-1.86714E-16	-1.20605E-14
90.2222	4.45198E-17	1.66825E-15	1.98724E-14	3.67094E-16	4.85058E-16	1.44699E-17	2.07839E-14	-2.25877E-14	-2.22616E-15	-2.15602E-15	-2.12712E-16	-1.17569E-14
90.3889	4.2888E-17	1.44583E-15	2.17186E-14	3.64648E-16	4.67004E-16	1.40993E-17	1.99363E-14	-1.79903E-14	-2.05755E-15	-1.53029E-15	-2.49767E-16	-1.16309E-14
90.5556	4.20155E-17	1.25556E-15	2.37153E-14	3.77291E-16	4.52246E-16	1.40274E-17	1.92582E-14	-1.29921E-14	-1.89044E-15	-1.00373E-15	-3.05184E-16	-1.17977E-14
90.7222	4.23694E-17	1.11125E-15	2.45611E-14	4.14481E-16	4.34798E-16	1.44444E-17	1.85132E-14	-7.80002E-15	-1.72398E-15	-6.03104E-16	-3.91509E-16	-1.24254E-14
90.8889	4.44328E-17	1.0262E-15	1.98682E-14	4.87261E-16	4.41878E-16	1.55548E-17	1.6894E-14	-3.07991E-15	-1.55005E-15	-3.53438E-16	-5.23983E-16	-1.37881E-14
91.0556	4.77387E-17	9.97807E-16	1.17888E-14	5.84701E-16	4.55392E-16	1.71589E-17	1.4815E-14	-3.15885E-16	-1.37381E-15	-2.4952E-16	-6.85375E-16	-1.55968E-14
91.2222	4.92246E-17	9.88728E-16	1.86244E-14	6.28545E-16	4.62668E-16	1.78899E-17	1.6277E-14	-4.15201E-23	-1.28259E-15	-2.25713E-16	-7.58389E-16	-1.6413E-14
91.3889	4.91119E-17	9.78105E-16	2.40445E-14	6.27922E-16	4.58304E-16	1.78739E-17	1.74443E-14	0	-1.25855E-15	-2.22039E-16	-7.62017E-16	-1.64129E-14
91.5556	4.9216E-17	9.75077E-16	2.536E-14	6.27805E-16	4.56577E-16	1.79193E-17	1.77562E-14	0	-1.25318E-15	-2.22731E-16	-7.65103E-16	-1.64599E-14
91.7222	4.93429E-17	9.73107E-16	2.43534E-14	6.27739E-16	4.55388E-16	1.79709E-17	1.75574E-14	0	-1.25121E-15	-2.24419E-16	-7.68087E-16	-1.65088E-14
91.8889	4.94536E-17	9.71088E-16	2.23282E-14	6.27472E-16	4.54312E-16	1.80145E-17	1.71328E-14	0	-1.2499E-15	-2.26412E-16	-7.70597E-16	-1.65471E-14
92.0556	4.95479E-17	9.68918E-16	1.99857E-14	6.26968E-16	4.53274E-16	1.80513E-17	1.66386E-14	0	-1.24874E-15	-2.28527E-16	-7.72505E-16	-1.65729E-14
92.2222	4.96264E-17	9.666E-16	1.76604E-14	6.26247E-16	4.52252E-16	1.80817E-17	1.61489E-14	0	-1.24753E-15	-2.30677E-16	-7.73813E-16	-1.65867E-14
92.3889	4.96918E-17	9.64144E-16	1.54974E-14	6.25335E-16	4.5123E-16	1.81057E-17	1.56954E-14	0	-1.24615E-15	-2.3281E-16	-7.74573E-16	-1.65896E-14
92.5556	4.97464E-17	9.61553E-16	1.35495E-14	6.24264E-16	4.502E-16	1.81256E-17	1.52891E-14	0	-1.24452E-15	-2.34891E-16	-7.74854E-16	-1.65826E-14
92.7222	4.97913E-17	9.58833E-16	1.18256E-14	6.23058E-16	4.49157E-16	1.81423E-17	1.49316E-14	0	-1.24261E-15	-2.36899E-16	-7.74726E-16	-1.6567E-14
92.8889	7.47143E-17	9.71286E-16	1.03146E-14	5.97715E-16	4.48097E-16	1.80166E-17	1.45893E-14	0	-1.27014E-15	-2.38821E-16	-7.47143E-16	-1.65178E-14
93.0556	4.98582E-17	9.53046E-16	8.99739E-15	6.20331E-16	4.48896E-16	1.8165E-17	1.43548E-14	0	-1.23796E-15	-2.40651E-16	-7.7349E-16	-1.6516E-14
93.2222	4.9883E-17	9.50002E-16	7.85225E-15	6.18848E-16	4.36397E-16	1.81729E-17	1.4126E-14	0	-1.23525E-15	-2.42387E-16	-7.72486E-16	-1.64691E-14
93.3889	4.99028E-17	9.46873E-16	6.8581E-15	6.17304E-16	4.44829E-16	1.81794E-17	1.39163E-14	0	-1.23233E-15	-2.4403E-16	-7.71286E-16	-1.64395E-14
93.5556	4.84202E-17	9.42332E-16	5.99533E-15	6.14565E-16	4.43718E-16	1.81963E-17	1.37366E-14	0	-1.22912E-15	-2.45583E-16	-7.70995E-16	-1.63956E-14
93.7222	4.99308E-17	9.40407E-16	5.24653E-15	6.14081E-16	4.426E-16	1.81871E-17	1.35939E-14	0	-1.22592E-15	-2.47048E-16	-7.68424E-16	-1.6348E-14
93.8889	4.99414E-17	9.37093E-16	4.59628E-15	6.12421E-16	4.4148E-16	1.81895E-17	1.34652E-14	0	-1.22249E-15	-2.48429E-16	-7.6682E-16	-1.62974E-14
94.0556	4.99487E-17	9.33737E-16	4.03116E-15	6.1074E-16	4.40358E-16	1.81912E-17	1.33541E-14	0	-1.21896E-15	-2.49731E-16	-7.65133E-16	-1.62443E-14
94.2222	4.99547E-17	9.30349E-16	3.53962E-15	6.09044E-16	4.39237E-16	1.81919E-17	1.32582E-14	0	-1.21533E-15	-2.50958E-16	-7.6338E-16	-1.61891E-14
94.3889	4.99594E-17	9.26935E-16	3.11167E-15	6.07339E-16	4.38119E-16	1.8193E-17	1.31753E-14	0	-1.21164E-15	-2.52114E-16	-7.61578E-16	-1.6132E-14
94.4444	4.99603E-17	9.25851E-16	2.98798E-15	6.06798E-16	4.37766E-16	1.81929E-17	1.31515E-14	0	-1.21046E-15	-2.52466E-16	-7.60999E-16	-1.61136E-14
94.6111	5.14173E-17	9.28156E-16	2.58996E-15	5.90333E-16	4.31179E-16	1.87809E-17	1.32478E-14	0	-1.19992E-15	-2.37062E-16	-7.29845E-16	-1.60016E-14
94.7778	5.43413E-17	9.33788E-16	2.2249E-15	5.85982E-16	4.37925E-16	1.99245E-17	1.33247E-14	0	-1.2319E-15	-2.20578E-16	-7.21323E-16	-1.58072E-14
94.9444	5.80123E-17	9.44075E-16	1.90944E-15	5.95051E-16	4.59254E-16	2.13689E-17	1.34053E-14	0	-1.30512E-15	-2.03162E-16	-7.36517E-16	-1.56111E-14
95.1111	6.25445E-17	9.59236E-16	1.64391E-15	6.16547E-16	4.95834E-16	2.31613E-17	1.34984E-14	0	-1.42147E-15	-1.84936E-16	-7.74164E-16	-1.543E-14
95.2778	6.82761E-17	9.80048E-16	1.42288E-15	6.50434E-16	5.49442E-16	2.54335E-17	1.36123E-14	0	-1.58688E-15	-1.6601E-16	-8.35074E-16	-1.52799E-14
95.4444	7.57428E-17	1.00789E-15	1.23964E-15	6.97789E-16	6.24207E-16	2.83996E-17	1.3757E-14	0	-1.81295E-15	-1.46457E-16	-9.22661E-16	-1.51744E-14
95.6111	8.58127E-17	1.04506E-15	1.08787E-15	7.61209E-16	7.27695E-16	3.24015E-17	1.39442E-14	0	-2.12064E-15	-1.26327E-16	-1.04423E-15	-1.51276E-14
95.7778	1.00007E-16	1.09546E-15	9.62172E-16	8.45746E-16	8.73394E-16	3.80441E-17	1.41909E-14	0	-2.54833E-15	-1.0566E-16	-1.21378E-15	-1.5152E-14
95.9444	1.21224E-16	1.16623E-15	8.5811E-16	9.60806E-16	1.08842E-15	4.64839E-17	1.45232E-14	0	-3.17089E-15	-8.4503E-17	-1.45846E-15	-1.52639E-14
96	1.3078E-16	1.19651E-15	8.27606E-16	1.00871E-15	1.18397E-15	5.02853E-17	1.46602E-14	0	-3.44538E-15	-7.73562E-17	-1.56508E-15	-1.53241E-14
