Time	OH(C2w)	Time	OH(C2wo)	Time	HO2(C2w)	Time	HO2(C2wo)	Time	NO3(C2w)	Time	NO3(C2wo)	Time	aOH(C2w)	Time	aOH(C2wo)	Time	aHO2(C2w)	Time	aHO2(C2wo)	Time	aNO3(C2w)	Time	aNO3(C2wo)
87.05861	1.94E+06	89.3375	642086	87.05861	1.76E+08	89.3375	1.21E+08	87.05861	9.39E+06	89.3375	2.09E+07	87.05861	2.13E-14	89.3375	2.29E-14	87.55861	4.53E-09	89.3375	2.77E-09	87.05861	6.61E-14	89.3375	1.32E-13
87.22528	1.85E+06	89.50417	544097	87.22528	1.71E+08	89.50417	1.10E+08	87.22528	9.60E+06	89.50417	2.23E+07	87.22528	2.08E-14	89.50417	2.14E-14	87.72528	4.45E-09	89.50417	2.67E-09	87.22528	6.75E-14	89.50417	1.41E-13
87.39194	1.75E+06	89.67083	451629	87.39194	1.65E+08	89.67083	9.99E+07	87.39194	9.83E+06	89.67083	2.40E+07	87.39194	2.02E-14	89.67083	1.99E-14	87.89194	4.37E-09	89.67083	2.56E-09	87.39194	6.90E-14	89.67083	1.52E-13
87.55861	1.65E+06	89.8375	365339	87.55861	1.59E+08	89.8375	8.98E+07	87.55861	1.01E+07	89.8375	2.61E+07	87.55861	1.95E-14	89.8375	1.84E-14	88.05861	4.28E-09	89.8375	2.46E-09	87.55861	7.05E-14	89.8375	1.65E-13
87.72528	1.54E+06	90.00417	285940	87.72528	1.52E+08	90.00417	8.00E+07	87.72528	1.03E+07	90.00417	2.89E+07	87.72528	1.88E-14	90.00417	1.70E-14	88.22528	4.18E-09	90.00417	2.35E-09	87.72528	7.22E-14	90.00417	1.83E-13
87.89194	1.44E+06	90.17083	214274	87.89194	1.45E+08	90.17083	7.05E+07	87.89194	1.06E+07	90.17083	3.27E+07	87.89194	1.81E-14	90.17083	1.56E-14	88.39194	4.08E-09	90.17083	2.23E-09	87.89194	7.40E-14	90.17083	2.06E-13
88.05861	1.34E+06	90.3375	151430	88.05861	1.38E+08	90.3375	6.13E+07	88.05861	1.09E+07	90.3375	3.80E+07	88.05861	1.73E-14	90.3375	1.44E-14	88.55861	3.98E-09	90.3375	2.11E-09	88.05861	7.60E-14	90.3375	2.40E-13
88.22528	1.23E+06	90.50417	98871.5	88.22528	1.31E+08	90.50417	5.22E+07	88.22528	1.12E+07	90.50417	4.59E+07	88.22528	1.65E-14	90.50417	1.33E-14	88.72528	3.87E-09	90.50417	1.99E-09	88.22528	7.82E-14	90.50417	2.90E-13
88.39194	1.13E+06	90.67083	58438	88.39194	1.24E+08	90.67083	4.31E+07	88.39194	1.16E+07	90.67083	5.80E+07	88.39194	1.56E-14	90.67083	1.23E-14	88.89194	3.76E-09	90.67083	1.85E-09	88.39194	8.07E-14	90.67083	3.68E-13
88.55861	1.02E+06	90.8375	31822.9	88.55861	1.16E+08	90.8375	3.36E+07	88.55861	1.20E+07	90.8375	7.69E+07	88.55861	1.47E-14	90.8375	1.15E-14	89.05861	3.64E-09	90.8375	1.69E-09	88.55861	8.34E-14	90.8375	4.88E-13
88.72528	923210	91.00417	18842.5	88.72528	1.09E+08	91.00417	2.30E+07	88.72528	1.25E+07	91.00417	1.02E+08	88.72528	1.38E-14	91.00417	1.08E-14	89.22528	3.52E-09	91.00417	1.48E-09	88.72528	8.65E-14	91.00417	6.48E-13
88.89194	824190	91.17083	15333.6	88.89194	1.02E+08	91.17083	1.66E+07	88.89194	1.30E+07	91.17083	1.19E+08	88.89194	1.29E-14	91.17083	1.04E-14	89.39194	3.39E-09	91.17083	1.36E-09	88.89194	9.01E-14	91.17083	7.61E-13
89.05861	727991	91.3375	15197.7	89.05861	9.45E+07	91.3375	1.61E+07	89.05861	1.36E+07	91.3375	1.19E+08	89.05861	1.20E-14	91.3375	1.03E-14	89.55861	3.26E-09	91.3375	1.34E-09	89.05861	9.43E-14	91.3375	7.66E-13
89.22528	635138	91.50417	15560.4	89.22528	8.74E+07	91.50417	1.65E+07	89.22528	1.43E+07	91.50417	1.18E+08	89.22528	1.11E-14	91.50417	1.02E-14	89.72528	3.13E-09	91.50417	1.34E-09	89.22528	9.92E-14	91.50417	7.62E-13
89.39194	546133	91.67083	15937.7	89.39194	8.05E+07	91.67083	1.69E+07	89.39194	1.52E+07	91.67083	1.17E+08	89.39194	1.02E-14	91.67083	1.02E-14	89.89194	3.00E-09	91.67083	1.35E-09	89.39194	1.05E-13	91.67083	7.58E-13
89.55861	461459	91.8375	16294.4	89.55861	7.37E+07	91.8375	1.72E+07	89.55861	1.63E+07	91.8375	1.16E+08	89.55861	9.31E-15	91.8375	1.01E-14	90.05861	2.86E-09	91.8375	1.36E-09	89.55861	1.12E-13	91.8375	7.54E-13
89.72528	381592	92.00417	16635.8	89.72528	6.71E+07	92.00417	1.75E+07	89.72528	1.76E+07	92.00417	1.15E+08	89.72528	8.46E-15	92.00417	1.01E-14	90.22528	2.71E-09	92.00417	1.37E-09	89.72528	1.21E-13	92.00417	7.51E-13
89.89194	307032	92.17083	16963.3	89.89194	6.07E+07	92.17083	1.77E+07	89.89194	1.93E+07	92.17083	1.14E+08	89.89194	7.65E-15	92.17083	1.00E-14	90.39194	2.56E-09	92.17083	1.38E-09	89.89194	1.33E-13	92.17083	7.47E-13
90.05861	238354	92.3375	17276.2	90.05861	5.44E+07	92.3375	1.80E+07	90.05861	2.15E+07	92.3375	1.12E+08	90.05861	6.89E-15	92.3375	9.94E-15	90.55861	2.40E-09	92.3375	1.39E-09	90.05861	1.48E-13	92.3375	7.43E-13
90.22528	176303	92.50417	17573.9	90.22528	4.84E+07	92.50417	1.82E+07	90.22528	2.46E+07	92.50417	1.11E+08	90.22528	6.18E-15	92.50417	9.88E-15	90.72528	2.22E-09	92.50417	1.40E-09	90.22528	1.69E-13	92.50417	7.40E-13
90.39194	121938	92.67083	17856.2	90.39194	4.24E+07	92.67083	1.85E+07	90.39194	2.90E+07	92.67083	1.10E+08	90.39194	5.54E-15	92.67083	9.82E-15	90.89194	2.00E-09	92.67083	1.41E-09	90.39194	2.00E-13	92.67083	7.36E-13
90.55861	76794.5	92.8375	18123	90.55861	3.66E+07	92.8375	1.87E+07	90.55861	3.56E+07	92.8375	1.09E+08	90.55861	5.00E-15	92.8375	9.75E-15	91.05861	1.75E-09	92.8375	1.41E-09	90.55861	2.46E-13	92.8375	7.32E-13
90.72528	42895.7	93.00417	18374.9	90.72528	3.07E+07	93.00417	1.89E+07	90.72528	4.58E+07	93.00417	1.09E+08	90.72528	4.57E-15	93.00417	9.69E-15	91.22528	1.64E-09	93.00417	1.42E-09	90.72528	3.16E-13	93.00417	7.29E-13
90.89194	22119.2	93.17083	18612.5	90.89194	2.42E+07	93.17083	1.91E+07	90.89194	6.07E+07	93.17083	1.08E+08	90.89194	4.25E-15	93.17083	9.63E-15	91.39194	1.62E-09	93.17083	1.43E-09	90.89194	4.20E-13	93.17083	7.25E-13
91.05861	13914	93.3375	18836.4	91.05861	1.64E+07	93.3375	1.93E+07	91.05861	7.62E+07	93.3375	1.07E+08	91.05861	3.96E-15	93.3375	9.56E-15	91.55861	1.63E-09	93.3375	1.43E-09	91.05861	5.29E-13	93.3375	7.21E-13
91.22528	12464.5	93.50417	19047.3	91.22528	1.29E+07	93.50417	1.95E+07	91.22528	8.12E+07	93.50417	1.06E+08	91.22528	3.81E-15	93.50417	9.50E-15	91.72528	1.64E-09	93.50417	1.44E-09	91.22528	5.66E-13	93.50417	7.18E-13
91.39194	12472.6	93.67083	19245.8	91.39194	1.29E+07	93.67083	1.96E+07	91.39194	8.06E+07	93.67083	1.05E+08	91.39194	3.77E-15	93.67083	9.43E-15	91.89194	1.64E-09	93.67083	1.44E-09	91.39194	5.64E-13	93.67083	7.14E-13
91.55861	12667.5	93.8375	19432.5	91.55861	1.32E+07	93.8375	1.98E+07	91.55861	7.99E+07	93.8375	1.04E+08	91.55861	3.76E-15	93.8375	9.37E-15	92.05861	1.65E-09	93.8375	1.45E-09	91.55861	5.61E-13	93.8375	7.11E-13
91.72528	12872	94.00417	19608.2	91.72528	1.35E+07	94.00417	1.99E+07	91.72528	7.93E+07	94.00417	1.03E+08	91.72528	3.75E-15	94.00417	9.30E-15	92.22528	1.66E-09	94.00417	1.45E-09	91.72528	5.59E-13	94.00417	7.07E-13
91.89194	13073.6	94.17083	19773.3	91.89194	1.37E+07	94.17083	2.01E+07	91.89194	7.87E+07	94.17083	1.03E+08	91.89194	3.73E-15	94.17083	9.23E-15	92.39194	1.67E-09	94.17083	1.46E-09	91.89194	5.57E-13	94.17083	7.04E-13
92.05861	13273.3	94.3375	19928.5	92.05861	1.39E+07	94.3375	2.02E+07	92.05861	7.81E+07	94.3375	1.02E+08	92.05861	3.71E-15	94.3375	9.17E-15	92.55861	1.68E-09	94.3375	1.46E-09	92.05861	5.55E-13	94.3375	7.01E-13
92.22528	13470.4	94.44472	20023.1	92.22528	1.41E+07	94.44472	2.03E+07	92.22528	7.75E+07	94.44472	1.01E+08	92.22528	3.69E-15	94.44472	9.13E-15	92.72528	1.68E-09	94.44472	1.47E-09	92.22528	5.53E-13	94.44472	6.99E-13
92.39194	13663.6	94.61139	20163	92.39194	1.43E+07	94.61139	2.04E+07	92.39194	7.69E+07	94.61139	1.01E+08	92.39194	3.67E-15	94.61139	9.06E-15	92.89194	1.69E-09	94.61139	1.47E-09	92.39194	5.50E-13	94.61139	6.95E-13
92.55861	13851.6	94.77806	20294.4	92.55861	1.45E+07	94.77806	2.05E+07	92.55861	7.63E+07	94.77806	1.00E+08	92.55861	3.65E-15	94.77806	8.99E-15	93.05861	1.69E-09	94.77806	1.47E-09	92.55861	5.48E-13	94.77806	6.92E-13
92.72528	14033.3	94.94472	20417.5	92.72528	1.46E+07	94.94472	2.07E+07	92.72528	7.57E+07	94.94472	9.93E+07	92.72528	3.63E-15	94.94472	8.92E-15	93.22528	1.70E-09	94.94472	1.48E-09	92.72528	5.46E-13	94.94472	6.89E-13
92.89194	14208.4	95.11139	20533	92.89194	1.48E+07	95.11139	2.08E+07	92.89194	7.52E+07	95.11139	9.87E+07	92.89194	3.62E-15	95.11139	8.86E-15	93.39194	1.71E-09	95.11139	1.48E-09	92.89194	5.44E-13	95.11139	6.86E-13
93.05861	14376.7	95.27806	20641.1	93.05861	1.50E+07	95.27806	2.09E+07	93.05861	7.46E+07	95.27806	9.80E+07	93.05861	3.60E-15	95.27806	8.79E-15	93.55861	1.71E-09	95.27806	1.48E-09	93.05861	5.41E-13	95.27806	6.83E-13
93.22528	14538	95.44472	20742.3	93.22528	1.51E+07	95.44472	2.10E+07	93.22528	7.40E+07	95.44472	9.74E+07	93.22528	3.58E-15	95.44472	8.72E-15	93.72528	1.72E-09	95.44472	1.49E-09	93.22528	5.39E-13	95.44472	6.80E-13
93.39194	14692.5	95.61139	20836.9	93.39194	1.53E+07	95.61139	2.10E+07	93.39194	7.35E+07	95.61139	9.68E+07	93.39194	3.56E-15	95.61139	8.66E-15	93.89194	1.72E-09	95.61139	1.49E-09	93.39194	5.37E-13	95.61139	6.78E-13
93.55861	14840.3	95.77806	20925.2	93.55861	1.54E+07	95.77806	2.11E+07	93.55861	7.30E+07	95.77806	9.62E+07	93.55861	3.54E-15	95.77806	8.59E-15	94.05861	1.72E-09	95.77806	1.49E-09	93.55861	5.34E-13	95.77806	6.75E-13
93.72528	14981.7	95.94472	21007.7	93.72528	1.55E+07	95.94472	2.12E+07	93.72528	7.24E+07	95.94472	9.57E+07	93.72528	3.52E-15	95.94472	8.52E-15	94.22528	1.73E-09	95.94472	1.49E-09	93.72528	5.32E-13	95.94472	6.72E-13
93.89194	15116.8	96.00028	21034	93.89194	1.57E+07	96.00028	2.12E+07	93.89194	7.19E+07	96.00028	9.55E+07	93.89194	3.51E-15	96.00028	8.50E-15	94.39194	1.73E-09	96.00028	1.49E-09	93.89194	5.30E-13	96.00028	6.71E-13
94.05861	15246	*	*	94.05861	1.58E+07	*	*	94.05861	7.14E+07	*	*	94.05861	3.49E-15	*	*	94.44472	1.73E-09	*	*	94.05861	5.28E-13	*	*
94.22528	15369.3	*	*	94.22528	1.59E+07	*	*	94.22528	7.09E+07	*	*	94.22528	3.47E-15	*	*	94.61139	1.73E-09	*	*	94.22528	5.25E-13	*	*
94.39194	15487	*	*	94.39194	1.60E+07	*	*	94.39194	7.04E+07	*	*	94.39194	3.45E-15	*	*	94.77806	1.74E-09	*	*	94.39194	5.23E-13	*	*
94.44472	15523.2	*	*	94.44472	1.61E+07	*	*	94.44472	7.03E+07	*	*	94.44472	3.45E-15	*	*	94.94472	1.74E-09	*	*	94.44472	5.22E-13	*	*
94.61139	15634	*	*	94.61139	1.62E+07	*	*	94.61139	6.98E+07	*	*	94.61139	3.43E-15	*	*	95.11139	1.74E-09	*	*	94.61139	5.20E-13	*	*
94.77806	15739.7	*	*	94.77806	1.63E+07	*	*	94.77806	6.94E+07	*	*	94.77806	3.41E-15	*	*	95.27806	1.75E-09	*	*	94.77806	5.18E-13	*	*
94.94472	15840.4	*	*	94.94472	1.63E+07	*	*	94.94472	6.89E+07	*	*	94.94472	3.39E-15	*	*	95.44472	1.75E-09	*	*	94.94472	5.16E-13	*	*
95.11139	15936.5	*	*	95.11139	1.64E+07	*	*	95.11139	6.85E+07	*	*	95.11139	3.38E-15	*	*	95.61139	1.75E-09	*	*	95.11139	5.14E-13	*	*
95.27806	16028.1	*	*	95.27806	1.65E+07	*	*	95.27806	6.81E+07	*	*	95.27806	3.36E-15	*	*	95.77806	1.75E-09	*	*	95.27806	5.12E-13	*	*
95.44472	16115.3	*	*	95.44472	1.66E+07	*	*	95.44472	6.76E+07	*	*	95.44472	3.34E-15	*	*	95.94472	1.75E-09	*	*	95.44472	5.09E-13	*	*
95.61139	16198.4	*	*	95.61139	1.67E+07	*	*	95.61139	6.72E+07	*	*	95.61139	3.33E-15	*	*	96.00028	1.75E-09	*	*	95.61139	5.07E-13	*	*
95.77806	16277.4	*	*	95.77806	1.68E+07	*	*	95.77806	6.68E+07	*	*	95.77806	3.31E-15	*	*	*	*	*	*	95.77806	5.05E-13	*	*
95.94472	16352.5	*	*	95.94472	1.68E+07	*	*	95.94472	6.64E+07	*	*	95.94472	3.29E-15	*	*	*	*	*	*	95.94472	5.03E-13	*	*
96.00028	16376.7	*	*	96.00028	1.69E+07	*	*	96.00028	6.63E+07	*	*	96.00028	3.29E-15	*	*	*	*	*	*	96.00028	5.03E-13	*	*
