TIME	Aqua: aCC(=O)C(=O)ON(=O)=O + [aH2O] -> aCC(=O)C(=O)O + H	other sources	Gas: CC(=O)C(=O)O -> CC(=O)O[O] + HO2	Aqua: aCC(=O)C(=O)[O-] + aH2O2 -> aCO2 + aCC(=O)[O-] + [	Aqua: aCC(=O)C(=O)O + aH2O2 -> aCO2 + aCC(=O)O + [aH2O]	Aqua: aCC(=O)C(=O)[O-] + aHO -> aO=C([O-])C(=O)[C] + [aH	other sinks
91.3889	1.80694E-14	1.45792E-14	0	-5.34302E-14	-1.24827E-14	-9.65835E-16	-6.66292E-15
91.5556	1.73914E-14	1.47883E-14	0	-5.24048E-14	-1.22502E-14	-9.46566E-16	-6.57403E-15
91.7222	1.69374E-14	1.43832E-14	0	-5.14259E-14	-1.20219E-14	-9.30148E-16	-6.4878E-15
91.8889	1.66272E-14	1.37212E-14	0	-5.04826E-14	-1.17973E-14	-9.14684E-16	-6.4004E-15
92.0556	1.64075E-14	1.29909E-14	0	-4.9569E-14	-1.15764E-14	-8.99855E-16	-6.31153E-15
92.2222	1.62447E-14	1.22798E-14	0	-4.86819E-14	-1.13593E-14	-8.8553E-16	-6.22155E-15
92.3889	1.61178E-14	1.16239E-14	0	-4.78196E-14	-1.11464E-14	-8.71611E-16	-6.1309E-15
92.5556	1.60133E-14	1.10349E-14	0	-4.6981E-14	-1.09378E-14	-8.58026E-16	-6.04003E-15
92.7222	1.59227E-14	1.05131E-14	0	-4.61653E-14	-1.07337E-14	-8.44728E-16	-5.94929E-15
92.8889	1.56847E-14	1.00113E-14	0	-4.53494E-14	-1.05343E-14	-6.81945E-16	-5.81112E-15
93.0556	1.57642E-14	9.65072E-15	0	-4.46003E-14	-1.03422E-14	-8.18893E-16	-5.758E-15
93.2222	1.56907E-14	9.2974E-15	0	-4.38498E-14	-1.01271E-14	-8.06334E-16	-5.7499E-15
93.3889	1.56192E-14	8.98754E-15	0	-4.31202E-14	-9.96395E-15	-7.94013E-16	-5.59343E-15
93.5556	1.55414E-14	8.72448E-15	0	-4.24066E-14	-9.7832E-15	-7.87738E-16	-5.51071E-15
93.7222	1.54791E-14	8.47523E-15	0	-4.17209E-14	-9.60705E-15	-7.70078E-16	-5.42241E-15
93.8889	1.54099E-14	8.26347E-15	0	-4.10502E-14	-9.43541E-15	-7.58471E-16	-5.33904E-15
94.0556	1.53412E-14	8.076E-15	0	-4.03982E-14	-9.2682E-15	-7.47104E-16	-5.25719E-15
94.2222	1.52729E-14	7.90956E-15	0	-3.97641E-14	-9.10534E-15	-7.3598E-16	-5.17691E-15
94.3889	1.52051E-14	7.76133E-15	0	-3.91477E-14	-8.94673E-15	-7.25099E-16	-5.09822E-15
94.4444	1.51837E-14	7.71778E-15	0	-3.8956E-14	-8.89737E-15	-7.21703E-16	-5.07364E-15
94.6111	1.59233E-14	7.71914E-15	0	-3.92322E-14	-9.182E-15	-7.11099E-16	-4.93427E-15
94.7778	1.65895E-14	7.73112E-15	0	-4.05356E-14	-9.39434E-15	-7.19723E-16	-4.81721E-15
94.9444	1.72211E-14	7.75295E-15	0	-4.29107E-14	-9.54106E-15	-7.47276E-16	-4.72777E-15
95.1111	1.78486E-14	7.79179E-15	0	-4.63328E-14	-9.61504E-15	-7.92724E-16	-4.66159E-15
95.2778	1.85002E-14	7.85206E-15	0	-5.08032E-14	-9.6047E-15	-8.56155E-16	-4.61391E-15
95.4444	1.92057E-14	7.93881E-15	0	-5.63566E-14	-9.49501E-15	-9.39003E-16	-4.58227E-15
95.6111	1.99997E-14	8.05948E-15	0	-6.30749E-14	-9.26596E-15	-1.04468E-15	-4.5655E-15
95.7778	2.09273E-14	8.22366E-15	0	-7.11116E-14	-8.88766E-15	-1.1799E-15	-4.5654E-15
95.9444	2.2054E-14	8.44793E-15	0	-8.07303E-14	-8.31689E-15	-1.35766E-15	-4.5854E-15
96	2.24908E-14	8.53983E-15	0	-8.43575E-14	-8.07151E-15	-1.43028E-15	-4.59822E-15
