Time	Gly(C2w)	Time	Gly(C2wo)	Time	wC2(C2w)	Time	wC2(C2wo)	Time	C2(C2w)	Time	C2(C2wo)	Time	MGly(C2w)	Time	MGly(C2wo)	Time	Pyr(C2w)	Time	Pyr(C2wo)	Time	C3(C2w)	Time	C3(C2wo)
42.55861	0.65932	43.17083	0.48701	42.55861	196.47937	43.17083	75.2592	42.55861	102.79685	43.17083	57.65706	42.55861	0.00847	43.17083	0.00529	42.55861	146.58393	43.17083	60.78527	42.55861	120.63746	43.17083	111.43264
42.72528	0.6614	43.3375	0.49085	42.72528	197.00125	43.3375	75.87405	42.72528	102.34051	43.3375	56.54927	42.72528	0.00848	43.3375	0.00534	42.72528	145.68526	43.3375	59.92019	42.72528	120.69547	43.3375	111.34181
42.89194	0.66437	43.50417	0.49507	42.89194	197.52899	43.50417	76.48112	42.89194	101.68765	43.50417	55.51329	42.89194	0.00851	43.50417	0.00538	42.89194	144.73859	43.50417	59.11504	42.89194	120.75145	43.50417	111.33292
43.05861	0.66813	43.67083	0.49955	43.05861	197.71164	43.67083	77.00266	43.05861	100.78654	43.67083	54.54704	43.05861	0.00855	43.67083	0.00543	43.05861	143.64393	43.67083	58.33682	43.05861	120.81039	43.67083	111.38142
43.22528	0.67266	43.8375	0.50423	43.22528	197.72794	43.8375	77.43379	43.22528	99.70459	43.8375	53.6439	43.22528	0.00861	43.8375	0.00548	43.22528	142.48178	43.8375	57.57733	43.22528	120.87948	43.8375	111.466
43.39194	0.67781	44.00417	0.50905	43.39194	197.8831	44.00417	77.79223	43.39194	98.62249	44.00417	52.79791	43.39194	0.00867	44.00417	0.00554	43.39194	141.38802	44.00417	56.83706	43.39194	120.96493	44.00417	111.57378
43.55861	0.68318	44.17083	0.51397	43.55861	198.03442	44.17083	78.09769	43.55861	97.57841	44.17083	52.00518	43.55861	0.00874	44.17083	0.00559	43.55861	140.32134	44.17083	56.11877	43.55861	121.06393	44.17083	111.69597
43.72528	0.68866	44.3375	0.51898	43.72528	198.10043	44.3375	78.36686	43.72528	96.56863	44.3375	51.2622	43.72528	0.0088	44.3375	0.00565	43.72528	139.25409	44.3375	55.4245	43.72528	121.16972	44.3375	111.82582
43.89194	0.69421	44.50417	0.52404	43.89194	198.06447	44.50417	78.6115	43.89194	95.59114	44.50417	50.56654	43.89194	0.00887	44.50417	0.00571	43.89194	138.17822	44.50417	54.75555	43.89194	121.28052	44.50417	111.95882
44.05861	0.69982	44.67083	0.52914	44.05861	197.93709	44.67083	78.83932	44.05861	94.64344	44.67083	49.91565	44.05861	0.00893	44.67083	0.00576	44.05861	137.09472	44.67083	54.11238	44.05861	121.39294	44.67083	112.09233
44.22528	0.7055	44.8375	0.53428	44.22528	197.73374	44.8375	79.05623	44.22528	93.72476	44.8375	49.30754	44.22528	0.009	44.8375	0.00582	44.22528	136.00908	44.8375	53.49504	44.22528	121.50567	44.8375	112.22379
44.39194	0.71124	45.00417	0.53944	44.39194	197.47145	45.00417	79.26526	44.39194	92.83365	45.00417	48.74055	44.39194	0.00907	45.00417	0.00588	44.39194	134.92468	45.00417	52.90298	44.39194	121.61842	45.00417	112.35291
44.55861	0.71703	45.17083	0.54463	44.55861	197.16646	45.17083	79.46902	44.55861	91.96974	45.17083	48.21277	44.55861	0.00914	45.17083	0.00594	44.55861	133.8458	45.17083	52.3358	44.55861	121.72976	45.17083	112.47836
44.72528	0.72289	45.3375	0.54983	44.72528	196.82969	45.3375	79.66963	44.72528	91.13184	45.3375	47.72262	44.72528	0.00921	45.3375	0.006	44.72528	132.77539	45.3375	51.79272	44.72528	121.84053	45.3375	112.59942
44.89194	0.7288	45.50417	0.55505	44.89194	196.46942	45.50417	79.86733	44.89194	90.31961	45.50417	47.26838	44.89194	0.00928	45.50417	0.00606	44.89194	131.71507	45.50417	51.27281	44.89194	121.94918	45.50417	112.71622
45.05861	0.73476	45.67083	0.56028	45.05861	196.09382	45.67083	80.0628	45.05861	89.53215	45.67083	46.8489	45.05861	0.00936	45.67083	0.00612	45.05861	130.66683	45.67083	50.77515	45.05861	122.05624	45.67083	112.82895
45.22528	0.74077	45.8375	0.56553	45.22528	195.7093	45.8375	80.25715	45.22528	88.7689	45.8375	46.46222	45.22528	0.00943	45.8375	0.00618	45.22528	129.63207	45.8375	50.29945	45.22528	122.16223	45.8375	112.9368
45.39194	0.74684	46.00417	0.57078	45.39194	195.31587	46.00417	80.4503	45.39194	88.02927	46.00417	46.10733	45.39194	0.0095	46.00417	0.00624	45.39194	128.61085	46.00417	49.84469	45.39194	122.26663	46.00417	113.04071
45.55861	0.75296	46.17083	0.57606	45.55861	194.9208	46.17083	80.64262	45.55861	87.31271	46.17083	45.78239	45.55861	0.00958	46.17083	0.0063	45.55861	127.60367	46.17083	49.4095	45.55861	122.36892	46.17083	113.14098
45.72528	0.75912	46.3375	0.58135	45.72528	194.52318	46.3375	80.8343	45.72528	86.61872	46.3375	45.48646	45.72528	0.00965	46.3375	0.00636	45.72528	126.61125	46.3375	48.9937	45.72528	122.46995	46.3375	113.23679
45.89194	0.76534	46.50417	0.58665	45.89194	194.1257	46.50417	81.02498	45.89194	85.94683	46.50417	45.2179	45.89194	0.00973	46.50417	0.00642	45.89194	125.63339	46.50417	48.59651	45.89194	122.56919	46.50417	113.32907
46.05861	0.77162	46.67083	0.59197	46.05861	193.72836	46.67083	81.21548	46.05861	85.29609	46.67083	44.97578	46.05861	0.00981	46.67083	0.00648	46.05861	124.67045	46.67083	48.2169	46.05861	122.66748	46.67083	113.41813
46.22528	0.77793	46.8375	0.59731	46.22528	193.33383	46.8375	81.40567	46.22528	84.66658	46.8375	44.75845	46.22528	0.00988	46.8375	0.00654	46.22528	123.72161	46.8375	47.85435	46.22528	122.76461	46.8375	113.50367
46.39194	0.78431	47.00417	0.60266	46.39194	192.94207	47.00417	81.5955	46.39194	84.05749	47.00417	44.56516	46.39194	0.00996	47.00417	0.00661	46.39194	122.78726	47.00417	47.508	46.39194	122.86037	47.00417	113.58641
46.55861	0.79072	47.17083	0.60803	46.55861	192.55305	47.17083	81.78479	46.55861	83.46866	47.17083	44.3944	46.55861	0.01004	47.17083	0.00667	46.55861	121.86721	47.17083	47.17775	46.55861	122.95466	47.17083	113.66635
46.72528	0.79719	47.3375	0.61342	46.72528	192.16676	47.3375	81.97413	46.72528	82.89941	47.3375	44.24522	46.72528	0.01012	47.3375	0.00673	46.72528	120.96092	47.3375	46.86251	46.72528	123.04738	47.3375	113.74348
46.89194	0.80371	47.50417	0.61883	46.89194	191.78401	47.50417	82.16338	46.89194	82.35038	47.50417	44.11658	46.89194	0.0102	47.50417	0.00679	46.89194	120.06839	47.50417	46.56149	46.89194	123.13998	47.50417	113.81834
46.90861	0.80436	47.67083	0.62425	46.90861	191.74622	47.67083	82.35233	46.90861	82.29624	47.67083	44.0075	46.90861	0.01021	47.67083	0.00686	46.90861	119.97983	47.67083	46.27469	46.90861	123.149	47.67083	113.89071
47.07528	2.31362	47.8375	0.6297	47.07528	248.44619	47.8375	82.54145	47.07528	76.83986	47.8375	43.91666	47.07528	0.12854	47.8375	0.00692	47.07528	131.16036	47.8375	46.00129	47.07528	155.62565	47.8375	113.96131
47.15861	456.79365	48.00417	0.63516	47.15861	258.60795	48.00417	82.73036	47.15861	74.65285	48.00417	43.84347	47.15861	71.59869	48.00417	0.00698	47.15861	124.8469	48.00417	45.74089	47.15861	160.9616	48.00417	114.02963
47.32528	530.59692	48.17083	0.64065	47.32528	262.91068	48.17083	82.91912	47.32528	70.97406	48.17083	43.78681	47.32528	72.35716	48.17083	0.00705	47.32528	122.1777	48.17083	45.49288	47.32528	160.97181	48.17083	114.09598
47.49194	525.12274	48.3375	0.64615	47.49194	271.96783	48.3375	83.10789	47.49194	69.10218	48.3375	43.74589	47.49194	72.7512	48.3375	0.00711	47.49194	122.61791	48.3375	45.25653	47.49194	160.93394	48.3375	114.16077
47.65861	519.53831	48.50417	0.65167	47.65861	281.1735	48.50417	83.29702	47.65861	67.94721	48.50417	43.71984	47.65861	73.15074	48.50417	0.00717	47.65861	123.10552	48.50417	45.032	47.65861	160.8923	48.50417	114.22422
47.82528	514.20308	48.67083	0.65722	47.82528	290.10039	48.67083	83.48584	47.82528	67.1506	48.67083	43.70781	47.82528	73.54983	48.67083	0.00724	47.82528	123.51146	48.67083	44.81835	47.82528	160.85052	48.67083	114.28569
47.99194	509.00821	48.8375	0.66279	47.99194	298.83894	48.8375	83.67498	47.99194	66.55157	48.8375	43.70935	47.99194	73.94649	48.8375	0.0073	47.99194	123.87409	48.8375	44.61535	47.99194	160.80924	48.8375	114.34612
48.15861	503.90484	49.00417	0.66838	48.15861	307.4342	49.00417	83.86375	48.15861	66.05979	49.00417	43.72327	48.15861	74.33954	49.00417	0.00737	48.15861	124.21628	49.00417	44.42245	48.15861	160.76918	49.00417	114.40511
48.32528	498.87391	49.17083	0.67399	48.32528	315.90183	49.17083	84.05292	48.32528	65.629	49.17083	43.74927	48.32528	74.72945	49.17083	0.00743	48.32528	124.54848	49.17083	44.23963	48.32528	160.7283	49.17083	114.46294
48.49194	493.91336	49.3375	0.67962	48.49194	324.24736	49.3375	84.24211	48.49194	65.23539	49.3375	43.78639	48.49194	75.11611	49.3375	0.0075	48.49194	124.87682	49.3375	44.06612	48.49194	160.68812	49.3375	114.51923
48.65861	489.02109	49.50417	0.68527	48.65861	332.47446	49.50417	84.43128	48.65861	64.86773	49.50417	43.83432	48.65861	75.49963	49.50417	0.00756	48.65861	125.20385	49.50417	43.90171	48.65861	160.64831	49.50417	114.57509
48.82528	484.19656	49.67083	0.69095	48.82528	340.58591	49.67083	84.62041	48.82528	64.52098	49.67083	43.89202	48.82528	75.88026	49.67083	0.00763	48.82528	125.5303	49.67083	43.74614	48.82528	160.60959	49.67083	114.6294
48.84194	483.71718	49.8375	0.69664	48.84194	341.39008	49.8375	84.81004	48.84194	64.48744	49.8375	43.95927	48.84194	75.91825	49.8375	0.0077	48.84194	125.56307	49.8375	43.59899	48.84194	160.60637	49.8375	114.68298
49.00861	99.78969	50.00417	0.70236	49.00861	294.57052	50.00417	84.99961	49.00861	68.40916	50.00417	44.03541	49.00861	0.02867	50.00417	0.00776	49.00861	128.54418	50.00417	43.46	49.00861	142.62472	50.00417	114.73563
49.09194	36.65321	50.17083	0.7081	49.09194	266.35211	50.17083	85.18928	49.09194	75.22311	50.17083	44.12004	49.09194	0.01255	50.17083	0.00783	49.09194	124.52971	50.17083	43.32885	49.09194	132.31181	50.17083	114.78786
49.25861	5.44736	50.3375	0.71386	49.25861	262.68968	50.3375	85.37889	49.25861	72.89249	50.3375	44.21259	49.25861	0.01235	50.3375	0.0079	49.25861	123.49232	50.3375	43.20528	49.25861	129.62564	50.3375	114.83863
49.42528	1.43061	50.50417	0.71964	49.42528	260.52245	50.50417	85.56864	49.42528	69.02801	50.50417	44.31239	49.42528	0.01228	50.50417	0.00796	49.42528	123.31391	50.50417	43.08898	49.42528	128.06073	50.50417	114.88889
49.59194	0.91225	50.67083	0.72545	49.59194	258.79712	50.67083	85.75834	49.59194	65.77462	50.67083	44.41924	49.59194	0.01223	50.67083	0.00803	49.59194	123.13876	50.67083	42.97964	49.59194	127.0108	50.67083	114.93863
49.75861	0.84499	50.8375	0.73128	49.75861	257.39077	50.8375	85.94845	49.75861	63.1379	50.8375	44.53282	49.75861	0.01222	50.8375	0.0081	49.75861	122.97876	50.8375	42.87721	49.75861	126.30389	50.8375	114.98774
49.92528	0.83723	51.00417	0.73713	49.92528	256.22264	51.00417	86.13859	49.92528	61.0582	51.00417	44.65243	49.92528	0.01222	51.00417	0.00817	49.92528	122.83726	51.00417	42.78124	49.92528	125.83457	51.00417	115.03602
50.09194	0.83848	51.17083	0.74299	50.09194	255.23223	51.17083	86.32874	50.09194	59.45013	51.17083	44.77784	50.09194	0.01225	51.17083	0.00823	50.09194	122.71236	51.17083	42.6915	50.09194	125.53213	51.17083	115.08388
50.25861	0.84199	51.3375	0.74888	50.25861	254.37438	51.3375	86.51897	50.25861	58.22913	51.3375	44.90878	50.25861	0.0123	51.3375	0.0083	50.25861	122.60096	51.3375	42.60776	50.25861	125.3445	51.3375	115.13122
50.42528	0.84664	51.50417	0.7548	50.42528	253.61216	51.50417	86.70924	50.42528	57.31986	51.50417	45.04483	50.42528	0.01235	51.50417	0.00837	50.42528	122.4985	51.50417	42.52995	50.42528	125.23981	51.50417	115.17774
50.59194	0.85208	51.67083	0.76073	50.59194	252.92162	51.67083	86.89987	50.59194	56.65952	51.67083	45.18563	50.59194	0.01242	51.67083	0.00844	50.59194	122.40139	51.67083	42.45793	50.59194	125.1901	51.67083	115.22404
50.75861	0.8581	51.8375	0.76669	50.75861	252.28181	51.8375	87.09022	50.75861	56.19817	51.8375	45.33094	50.75861	0.0125	51.8375	0.00851	50.75861	122.30738	51.8375	42.39126	50.75861	125.17945	51.8375	115.26951
50.92528	0.86455	52.00417	0.77266	50.92528	251.681	52.00417	87.28089	50.92528	55.89696	52.00417	45.48036	50.92528	0.01258	52.00417	0.00858	50.92528	122.21401	52.00417	42.32972	50.92528	125.19502	52.00417	115.31519
51.09194	0.87133	52.17083	0.77866	51.09194	251.10679	52.17083	87.47165	51.09194	55.72531	52.17083	45.63384	51.09194	0.01266	52.17083	0.00865	51.09194	122.11918	52.17083	42.27341	51.09194	125.22902	52.17083	115.35972
51.25861	0.87834	52.3375	0.78468	51.25861	250.5525	52.3375	87.6624	51.25861	55.65876	52.3375	45.79087	51.25861	0.01275	52.3375	0.00872	51.25861	122.02252	52.3375	42.22196	51.25861	125.27418	52.3375	115.40415
51.42528	0.88554	52.50417	0.79072	51.42528	250.01699	52.50417	87.85328	51.42528	55.67875	52.50417	45.9515	51.42528	0.01283	52.50417	0.00879	51.42528	121.9234	52.50417	42.17516	51.42528	125.32788	52.50417	115.44816
51.59194	0.89288	52.67083	0.79678	51.59194	249.49275	52.67083	88.04411	51.59194	55.76998	52.67083	46.11529	51.59194	0.01292	52.67083	0.00886	51.59194	121.82083	52.67083	42.13292	51.59194	125.38769	52.67083	115.49186
51.75861	0.90034	52.8375	0.80286	51.75861	248.97988	52.8375	88.23502	51.75861	55.9204	52.8375	46.28186	51.75861	0.01302	52.8375	0.00893	51.75861	121.71503	52.8375	42.09514	51.75861	125.45023	52.8375	115.53525
51.92528	0.9079	53.00417	0.80897	51.92528	248.47664	53.00417	88.42646	51.92528	56.12037	53.00417	46.45087	51.92528	0.01311	53.00417	0.009	51.92528	121.60519	53.00417	42.06236	51.92528	125.5153	53.00417	115.57883
52.09194	0.91554	53.17083	0.81514	52.09194	247.98178	53.17083	88.62121	52.09194	56.36177	53.17083	46.44016	52.09194	0.0132	53.17083	0.00906	52.09194	121.4919	53.17083	42.04608	52.09194	125.582	53.17083	115.63999
52.25861	0.92325	53.3375	0.82076	52.25861	247.49536	53.3375	88.78989	52.25861	56.63785	53.3375	44.92807	52.25861	0.0133	53.3375	0.00912	52.25861	121.37456	53.3375	42.03794	52.25861	125.64981	53.3375	115.7279
52.42528	0.93102	53.50417	0.82512	52.42528	247.0141	53.50417	88.89458	52.42528	56.94296	53.50417	40.90153	52.42528	0.01339	53.50417	0.00914	52.42528	121.253	53.50417	42.02286	52.42528	125.71687	53.50417	115.8202
52.59194	0.93886	53.67083	0.82798	52.59194	246.53946	53.67083	88.92123	52.59194	57.27304	53.67083	36.25566	52.59194	0.01349	53.67083	0.00915	52.59194	121.12801	53.67083	42.00309	52.59194	125.78538	53.67083	115.90535
52.75861	0.94674	53.8375	0.82941	52.75861	246.07117	53.8375	88.87052	52.75861	57.62371	53.8375	33.37233	52.75861	0.01359	53.8375	0.00913	52.75861	120.99902	53.8375	41.98205	52.75861	125.85315	53.8375	115.97646
52.92528	0.95468	54.00417	0.8296	52.92528	245.60896	54.00417	88.74909	52.92528	57.99218	54.00417	32.3732	52.92528	0.01369	54.00417	0.00909	52.92528	120.86622	54.00417	41.96585	52.92528	125.92163	54.00417	116.03427
53.09194	0.96281	54.17083	0.82879	53.09194	245.17591	54.17083	88.56512	53.09194	58.38277	54.17083	32.2512	53.09194	0.01378	54.17083	0.00904	53.09194	120.74085	54.17083	41.96482	53.09194	125.9886	54.17083	116.08017
53.25861	0.97114	54.3375	0.82722	53.25861	244.83057	54.3375	88.32676	53.25861	59.81779	54.3375	32.37494	53.25861	0.01387	54.3375	0.00898	53.25861	120.65667	54.3375	41.98918	53.25861	126.05496	54.3375	116.11519
53.42528	0.9786	54.50417	0.82508	53.42528	244.5035	54.50417	88.04163	53.42528	64.31824	54.50417	32.56081	53.42528	0.01392	54.50417	0.00892	53.42528	120.58684	54.50417	42.05006	53.42528	126.1181	54.50417	116.14097
53.59194	0.98442	54.67083	0.82258	53.59194	244.11105	54.67083	87.71567	53.59194	67.48066	54.67083	32.77467	53.59194	0.01394	54.67083	0.00885	53.59194	120.49829	54.67083	42.15695	53.59194	126.17591	54.67083	116.15882
53.75861	0.98857	54.8375	0.81988	53.75861	243.60668	54.8375	87.3549	53.75861	66.33735	54.8375	33.01172	53.75861	0.01392	54.8375	0.00878	53.75861	120.37918	54.8375	42.31744	53.75861	126.22938	54.8375	116.17007
53.92528	0.99136	55.00417	0.81716	53.92528	242.97671	55.00417	86.9639	53.92528	64.78414	55.00417	33.27063	53.92528	0.01388	55.00417	0.00872	53.92528	120.22883	55.00417	42.53838	53.92528	126.28028	55.00417	116.17552
54.09194	0.99313	55.17083	0.81456	54.09194	242.2157	55.17083	86.54714	54.09194	64.25667	55.17083	33.55122	54.09194	0.01382	55.17083	0.00865	54.09194	120.05175	55.17083	42.82509	54.09194	126.32942	55.17083	116.17693
54.25861	0.99417	55.3375	0.81221	54.25861	241.33331	55.3375	86.10831	54.25861	64.22979	55.3375	33.8535	54.25861	0.01374	55.3375	0.0086	54.25861	119.85446	55.3375	43.18228	54.25861	126.37659	55.3375	116.17511
54.42528	0.99471	55.50417	0.81021	54.42528	240.33516	55.50417	85.65093	54.42528	64.34647	55.50417	34.17727	54.42528	0.01365	55.50417	0.00855	54.42528	119.64584	55.50417	43.61356	54.42528	126.42448	55.50417	116.16996
54.59194	0.99498	55.67083	0.80867	54.59194	239.22873	55.67083	85.17802	54.59194	64.51595	55.67083	34.52239	54.59194	0.01356	55.67083	0.00851	54.59194	119.43495	55.67083	44.12189	54.59194	126.47181	55.67083	116.16302
54.75861	0.9952	55.8375	0.80765	54.75861	238.02459	55.8375	84.69265	54.75861	64.72349	55.8375	34.8887	54.75861	0.01346	55.8375	0.00849	54.75861	119.23074	55.8375	44.71008	54.75861	126.51981	55.8375	116.1548
54.92528	0.99555	56.00417	0.80721	54.92528	236.72764	56.00417	84.1973	54.92528	64.96839	56.00417	35.27652	54.92528	0.01337	56.00417	0.00847	54.92528	119.04087	56.00417	45.37999	54.92528	126.56775	56.00417	116.1452
55.09194	0.9962	56.17083	0.80739	55.09194	235.34746	56.17083	83.6943	55.09194	65.2511	56.17083	35.68529	55.09194	0.01328	56.17083	0.00847	55.09194	118.87287	56.17083	46.13336	55.09194	126.61782	56.17083	116.13494
55.25861	0.99731	56.3375	0.8082	55.25861	233.88532	56.3375	83.18693	55.25861	65.57241	56.3375	36.11517	55.25861	0.01321	56.3375	0.00847	55.25861	118.73429	56.3375	46.9718	55.25861	126.66926	56.3375	116.12494
55.42528	0.999	56.50417	0.80964	55.42528	232.35154	56.50417	82.67757	55.42528	65.93356	56.50417	36.56584	55.42528	0.01314	56.50417	0.00849	55.42528	118.63028	56.50417	47.89568	55.42528	126.7221	56.50417	116.11479
55.59194	1.00139	56.67083	0.81169	55.59194	230.74909	56.67083	82.16866	55.59194	66.33478	56.67083	37.03711	55.59194	0.01309	56.67083	0.00853	55.59194	118.56736	56.67083	48.90582	55.59194	126.7784	56.67083	116.1051
55.75861	1.00457	56.8375	0.81431	55.75861	229.08199	56.8375	81.66308	55.75861	66.77671	56.8375	37.52906	55.75861	0.01305	56.8375	0.00857	55.75861	118.55061	56.8375	50.00225	55.75861	126.83495	56.8375	116.09618
55.92528	1.00862	57.00417	0.81744	55.92528	227.35782	57.00417	81.16395	55.92528	67.25969	57.00417	38.04111	55.92528	0.01303	57.00417	0.00862	55.92528	118.58478	57.00417	51.18481	55.92528	126.89527	57.00417	116.08845
56.09194	1.01358	57.17083	0.82102	56.09194	225.58043	57.17083	80.67367	56.09194	67.78427	57.17083	38.57342	56.09194	0.01303	57.17083	0.00868	56.09194	118.67505	57.17083	52.4521	56.09194	126.95791	57.17083	116.0823
56.25861	1.01948	57.3375	0.82497	56.25861	223.7538	57.3375	80.19597	56.25861	68.34981	57.3375	39.12533	56.25861	0.01305	57.3375	0.00875	56.25861	118.82527	57.3375	53.80348	56.25861	127.02309	57.3375	116.07754
56.42528	1.02633	57.50417	0.82922	56.42528	221.88481	57.50417	79.73357	56.42528	68.95647	57.50417	39.69709	56.42528	0.01309	57.50417	0.00883	56.42528	119.03936	57.50417	55.23662	56.42528	127.09193	57.50417	116.07425
56.59194	1.03409	57.67083	0.83367	56.59194	219.97809	57.67083	79.29028	56.59194	69.60405	57.67083	40.28814	56.59194	0.01314	57.67083	0.00891	56.59194	119.32054	57.67083	56.74969	56.59194	127.16227	57.67083	116.07285
56.75861	1.04275	57.8375	0.83824	56.75861	218.03878	57.8375	78.86869	56.75861	70.29175	57.8375	40.89842	56.75861	0.01322	57.8375	0.009	56.75861	119.67235	57.8375	58.33939	56.75861	127.23544	57.8375	116.07386
56.92528	1.05224	58.00417	0.84283	56.92528	216.07362	58.00417	78.47214	56.92528	71.01913	58.00417	41.52757	56.92528	0.01331	58.00417	0.00909	56.92528	120.09753	58.00417	60.00216	56.92528	127.31239	58.00417	116.07633
57.09194	1.06248	58.17083	0.84737	57.09194	214.08765	58.17083	78.10424	57.09194	71.78552	58.17083	42.17571	57.09194	0.01342	58.17083	0.00918	57.09194	120.5981	58.17083	61.73391	57.09194	127.39114	58.17083	116.0813
57.25861	1.07338	58.3375	0.85179	57.25861	212.08762	58.3375	77.76793	57.25861	72.58975	58.3375	42.84211	57.25861	0.01354	58.3375	0.00927	57.25861	121.17565	58.3375	63.52977	57.25861	127.47408	58.3375	116.08876
57.42528	1.08484	58.50417	0.85602	57.42528	210.07959	58.50417	77.46617	57.42528	73.43115	58.50417	43.52707	57.42528	0.01367	58.50417	0.00936	57.42528	121.83243	58.50417	65.38425	57.42528	127.55912	58.50417	116.09851
57.59194	1.09672	58.67083	0.85999	57.59194	208.07038	58.67083	77.20121	57.59194	74.30855	58.67083	44.23013	57.59194	0.01382	58.67083	0.00945	57.59194	122.56777	58.67083	67.29102	57.59194	127.64856	58.67083	116.11043
57.75861	1.10893	58.8375	0.86365	57.75861	206.06607	58.8375	76.97544	57.75861	75.22053	58.8375	44.95095	57.75861	0.01397	58.8375	0.00953	57.75861	123.38301	58.8375	69.24364	57.75861	127.73969	58.8375	116.12494
57.92528	1.12133	59.00417	0.86697	57.92528	204.0743	59.00417	76.79124	57.92528	76.16632	59.00417	45.68951	57.92528	0.01414	59.00417	0.00961	57.92528	124.27703	59.00417	71.23478	57.92528	127.83437	59.00417	116.14224
58.09194	1.1338	59.17083	0.86991	58.09194	202.10225	59.17083	76.64969	58.09194	77.14426	59.17083	46.4453	58.09194	0.0143	59.17083	0.00969	58.09194	125.24858	59.17083	73.25661	58.09194	127.93105	59.17083	116.1614
58.25861	1.14622	59.3375	0.87245	58.25861	200.15573	59.3375	76.55207	58.25861	78.15295	59.3375	47.21826	58.25861	0.01447	59.3375	0.00975	58.25861	126.29534	59.3375	75.30108	58.25861	128.03087	59.3375	116.18323
58.42528	1.15846	59.50417	0.87457	58.42528	198.23989	59.50417	76.49898	58.42528	79.19147	59.50417	48.00753	58.42528	0.01464	59.50417	0.00982	58.42528	127.41522	59.50417	77.35914	58.42528	128.13424	59.50417	116.20743
58.59194	1.17044	59.67083	0.87626	58.59194	196.36348	59.67083	76.49078	58.59194	80.258	59.67083	48.81295	58.59194	0.0148	59.67083	0.00987	58.59194	128.60459	59.67083	79.42254	58.59194	128.24022	59.67083	116.2341
58.75861	1.18203	59.8375	0.87753	58.75861	194.53138	59.8375	76.52679	58.75861	81.351	59.8375	49.63374	58.75861	0.01497	59.8375	0.00992	58.75861	129.8591	59.8375	81.48169	58.75861	128.34902	59.8375	116.26323
58.92528	1.19315	60.00417	0.87836	58.92528	192.74889	60.00417	76.60699	58.92528	82.46893	60.00417	50.46945	58.92528	0.01512	60.00417	0.00996	58.92528	131.17415	60.00417	83.52789	58.92528	128.45898	60.00417	116.29441
59.09194	1.20373	60.17083	0.87878	59.09194	191.02083	60.17083	76.7297	59.09194	83.61078	60.17083	51.31947	59.09194	0.01527	60.17083	0.00999	59.09194	132.5432	60.17083	85.55154	59.09194	128.5732	60.17083	116.32775
59.10861	1.20475	60.3375	0.87879	59.10861	190.85108	60.3375	76.89354	59.10861	83.726	60.3375	52.18253	59.10861	0.01528	60.3375	0.01002	59.10861	132.68267	60.3375	87.54359	59.10861	128.58451	60.3375	116.36364
59.27528	3.41853	60.50417	0.8784	59.27528	240.97903	60.50417	77.09713	59.27528	89.03443	60.50417	53.05818	59.27528	0.18977	60.50417	0.01004	59.27528	147.12962	60.50417	89.49489	59.27528	158.88058	60.50417	116.40137
59.35861	600.61247	60.67083	0.87763	59.35861	250.59	60.67083	77.33775	59.35861	91.23411	60.67083	53.94476	59.35861	94.89109	60.67083	0.01005	59.35861	143.93153	60.67083	91.39722	59.35861	163.49476	60.67083	116.44124
59.52528	674.31581	60.8375	0.87649	59.52528	280.09873	60.8375	77.61314	59.52528	87.50775	60.8375	54.8411	59.52528	93.02819	60.8375	0.01005	59.52528	151.81834	60.8375	93.24156	59.52528	163.84023	60.8375	116.48294
59.69194	652.80538	61.00417	0.87502	59.69194	306.0407	61.00417	77.92102	59.69194	86.13991	61.00417	55.74623	59.69194	90.74331	61.00417	0.01005	59.69194	163.98008	61.00417	95.01997	59.69194	164.12985	61.00417	116.52657
59.85861	632.8993	61.17083	0.87321	59.85861	329.48413	61.17083	78.25848	59.85861	86.62999	61.17083	56.65825	59.85861	88.5219	61.17083	0.01004	59.85861	176.46601	61.17083	96.72514	59.85861	164.44267	61.17083	116.57193
60.02528	614.2961	61.3375	0.87109	60.02528	350.84101	61.3375	78.62281	60.02528	88.46971	61.3375	57.57534	60.02528	86.3636	61.3375	0.01002	60.02528	188.69061	61.3375	98.34945	60.02528	164.77924	61.3375	116.61954
60.19194	596.79749	61.50417	0.86869	60.19194	370.40439	61.50417	79.0109	60.19194	91.3173	61.50417	58.49613	60.19194	84.26994	61.50417	0.01	60.19194	200.54798	61.50417	99.88616	60.19194	165.14053	61.50417	116.66834
60.35861	580.2584	61.67083	0.86602	60.35861	388.38038	61.67083	79.42025	60.35861	94.92594	61.67083	59.41846	60.35861	82.24083	61.67083	0.00997	60.35861	211.99392	61.67083	101.32981	60.35861	165.52736	61.67083	116.71856
60.52528	564.58827	61.8375	0.86309	60.52528	404.92319	61.8375	79.84774	60.52528	99.10568	61.8375	60.33991	60.52528	80.27707	61.8375	0.00993	60.52528	223.00091	61.8375	102.67516	60.52528	165.93773	61.8375	116.77081
60.64194	554.10019	62.00417	0.85993	60.64194	415.72047	62.00417	80.29058	60.64194	102.28913	62.00417	61.25878	60.64194	78.94009	62.00417	0.00989	60.64194	230.42984	62.00417	103.91665	60.64194	166.23749	62.00417	116.82416
60.80861	114.23986	62.17083	0.85655	60.80861	367.4401	62.17083	80.74668	60.80861	103.4589	62.17083	62.17235	60.80861	0.03257	62.17083	0.00985	60.80861	244.91939	62.17083	105.05072	60.80861	149.58738	62.17083	116.8786
